test_index,target,prediction_mean,prediction_std,prediction_ci_low,prediction_ci_high,replica_predictions,best_candidate,top_candidates,replica_times,final_costs_replicas,avg_cost_history,input_0,input_1,input_2,input_3
10,297.65,269.19447326660156,12.830476558796219,255.35699615478515,282.2053741455078,"[276.0677795410156, 255.3275604248047, 255.62191772460938, 276.0677795410156, 282.8873291015625]",[10.71056173 12.1303356  15.          0.4       ],"[array([10.71056173, 12.1303356 , 15.        ,  0.4       ]), array([10.69149351, 12.47639996, 15.        ,  0.4       ]), array([10.7649028 , 12.42062997, 15.24577131,  0.4       ]), array([10.7649028 , 12.42062997, 15.24577131,  0.4       ]), array([10.7649028 , 12.42062997, 15.24577131,  0.4       ])]","[0.011469841003417969, 0.012929916381835938, 0.016949176788330078, 0.017747879028320312, 0.013875961303710938]","[465.79223994020276, 1791.1888915960565, 1766.3596997470017, 465.79223994020276, 217.9364520555728]","[3367.733864753756, 2539.5172666282656, 2216.1485639138314, 1819.5730932078216, 1738.5079809899707, 1738.5079809899707, 1473.2232339055913, 1473.2232339055913, 1234.1868782895137, 1131.4227144895945, 1078.469629912012, 1078.469629912012, 1043.1974202948145, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 941.4139046558073, 824.972527863944, 1128.4905657681297, 1128.4905657681297, 1128.4905657681297, 1128.4905657681297, 465.79223994020276, 465.79223994020276, 465.79223994020276, 465.79223994020276, 465.79223994020276]",12.0,15.0,15.0,0.3
11,256.11,253.55438537597655,7.290666410989218,243.29036712646484,260.02239990234375,"[253.72213745117188, 260.02239990234375, 251.6426544189453, 242.36233520507812, 260.02239990234375]",[ 9.02820044 17.245137   18.31286579  0.4       ],"[array([10.83311567, 16.52332433, 15.91130565,  0.29476542]), array([11.74847647, 16.93266278, 15.30386177,  0.25773866]), array([11.74847647, 16.93266278, 15.30386177,  0.25773866]), array([11.05595156, 17.19710053, 15.53973729,  0.27882578]), array([10.94170413, 15.69076058, 15.78914724,  0.2       ])]","[0.015822649002075195, 0.01724410057067871, 0.019431114196777344, 0.013966798782348633, 0.01483917236328125]","[5.701887552096014, 15.306872995859278, 19.957176540568966, 188.9982873135347, 15.306872995859278]","[511.7923692506426, 497.84279973618175, 368.00466772806686, 368.00466772806686, 368.00466772806686, 222.7428054745182, 167.80710033707356, 120.68229986027472, 120.68229986027472, 120.68229986027472, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 112.15344620543563, 49.054219479583644, 49.054219479583644, 49.054219479583644, 49.054219479583644, 49.054219479583644, 49.054219479583644, 13.65531236284142, 13.65531236284142, 17.632024768214123, 17.632024768214123, 17.632024768214123, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966, 19.957176540568966]",10.0,10.0,20.0,0.2
12,196.63,236.77048950195314,24.48779659203944,214.03160247802734,271.23682861328126,"[216.3053741455078, 213.77896118164062, 274.4253845214844, 236.8029022216797, 242.53982543945312]",[ 9.7806008  20.         19.76258627  0.29011055],"[array([ 9.98014589, 18.95296239, 23.66178836,  0.25489516]), array([ 9.98014589, 18.95296239, 23.66178836,  0.25489516]), array([ 9.98014589, 18.95296239, 23.66178836,  0.25489516]), array([ 9.98014589, 18.95296239, 23.66178836,  0.25489516]), array([ 9.98014589, 18.95296239, 23.66178836,  0.25489516])]","[0.011924982070922852, 0.02665996551513672, 0.014264822006225586, 0.011697053909301758, 0.012846946716308594]","[387.12034776571744, 294.0868696094172, 6052.121852845611, 1613.8620729126371, 2107.712071881058]","[3817.5169467679407, 3803.5083365815954, 3791.26003673739, 3215.8049504663554, 3161.7612889194324, 3161.7612889194324, 3161.7612889194324, 3130.321146242185, 3130.321146242185, 3033.7579717865647, 3033.7579717865647, 3033.7579717865647, 3033.7579717865647, 3033.7579717865647, 2835.8825421567394, 2835.8825421567394, 2835.8825421567394, 2835.8825421567394, 2835.8825421567394, 2835.8825421567394, 2835.8825421567394, 3448.073090754495, 3448.073090754495, 3606.6857105068393, 3606.6857105068393, 3606.6857105068393, 3362.1894152361183, 3362.1894152361183, 3989.4280869136483, 3989.4280869136483, 3989.4280869136483, 3989.4280869136483, 3989.4280869136483, 3989.4280869136483, 3989.4280869136483, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 1926.7343209816852, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 926.7324654075093, 352.8025976947283, 352.8025976947283, 352.8025976947283, 352.8025976947283, 352.8025976947283, 352.8025976947283, 352.8025976947283, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172, 294.0868696094172]",8.0,20.0,15.0,0.2
13,232.08,241.05837707519532,16.193766328547618,225.77328643798828,259.71812438964844,"[256.9796447753906, 260.02239990234375, 229.9603271484375, 233.02145385742188, 225.3080596923828]",[ 8.82888796 19.3303998  22.7339211   0.4       ],"[array([ 8.20085249, 16.08688761, 16.5265298 ,  0.36611667]), array([ 8.07999931, 15.99095377, 16.53142929,  0.32311844]), array([ 8.        , 16.20524896, 16.30947927,  0.38776788]), array([ 8.21893039, 16.27575583, 16.07823533,  0.32248003]), array([ 8.19725911, 15.67655246, 15.73120611,  0.36043136])]","[0.011587142944335938, 0.010263204574584961, 0.013595819473266602, 0.024833202362060547, 0.016007184982299805]","[619.992309940637, 780.7777123024994, 4.493012997651153, 0.8863353656545045, 45.85917552993054]","[387.2059825952326, 381.07456695682305, 381.07456695682305, 326.69011816289765, 326.69011816289765, 326.551783189853, 326.551783189853, 326.551783189853, 326.551783189853, 326.551783189853, 326.551783189853, 326.551783189853, 319.705703284751, 319.705703284751, 319.705703284751, 319.705703284751, 319.705703284751, 319.705703284751, 319.705703284751, 319.705703284751, 305.03830085830896, 232.85153881970496, 232.85153881970496, 232.85153881970496, 39.28115325923892, 4.838850430262889, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 5.1846878628746245, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045, 0.8863353656545045]",8.0,10.0,20.0,0.3
14,264.86,259.1017822265625,10.591572886496765,242.51477661132813,264.13683166503904,"[264.182861328125, 263.7225646972656, 263.7225646972656, 240.15835571289062, 263.7225646972656]",[ 9.33052337 11.47035994 17.13153053  0.4       ],"[array([11.57779049, 15.63619128, 15.48216278,  0.2       ]), array([11.73812418, 15.89585688, 15.58135694,  0.2       ]), array([11.66587814, 15.92035507, 15.59882843,  0.2       ]), array([11.72610725, 16.38545638, 15.56541524,  0.2       ]), array([11.63407655, 16.44706549, 15.3453933 ,  0.2       ])]","[0.014410972595214844, 0.012418985366821289, 0.011971712112426758, 0.013234853744506836, 0.014541149139404297]","[0.4585167809486574, 1.2937590679064703, 1.2937590679064703, 610.1712304868839, 1.2937590679064703]","[366.49295320618216, 360.071909877422, 360.071909877422, 313.9731680113083, 313.9731680113083, 313.9731680113083, 123.13621768922226, 123.13621768922226, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 122.9022048943104, 203.974502111913, 203.974502111913, 305.7324947773952, 305.7324947773952, 305.7324947773952, 1.2937590679064703, 1.2937590679064703]",10.0,10.0,20.0,0.3
15,231.34,252.97455139160155,13.038559998146765,234.5655715942383,266.55248107910154,"[267.2780456542969, 255.86544799804688, 248.7132568359375, 232.9936065673828, 260.02239990234375]",[ 9.9867173  14.76097914 22.83910552  0.28788448],"[array([10.59250923, 19.1903426 , 17.55965393,  0.26596461]), array([10.59250923, 19.1903426 , 17.55965393,  0.26596461]), array([10.59250923, 19.1903426 , 17.55965393,  0.26596461]), array([10.59250923, 19.1903426 , 17.55965393,  0.26596461]), array([10.61683435, 18.96611582, 17.64014583,  0.28721287])]","[0.010416030883789062, 0.012561321258544922, 0.010696887969970703, 0.021498918533325195, 0.012958049774169922]","[1291.5431254503262, 601.4975995049012, 301.83005308744896, 2.734414679691557, 822.6800641579686]","[856.8360851550384, 820.3053790007514, 820.3053790007514, 691.7662710135637, 691.7662710135637, 643.9363002815026, 643.9363002815026, 643.9363002815026, 643.9363002815026, 643.9363002815026, 643.9363002815026, 643.9363002815026, 643.9363002815026, 628.5973864149732, 628.5973864149732, 628.5973864149732, 628.5973864149732, 628.5973864149732, 628.5973864149732, 628.5973864149732, 628.5973864149732, 710.2892197468543, 710.2892197468543, 710.2892197468543, 474.05807701609496, 474.05807701609496, 125.43608987422131, 125.43608987422131, 125.43608987422131, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 61.87949266633434, 25.90973414441977, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557, 2.734414679691557]",8.0,20.0,25.0,0.4
16,219.76,243.2538330078125,20.406428126309777,222.1295959472656,266.55248107910154,"[221.85838317871094, 242.53982543945312, 224.5705108642578, 267.2780456542969, 260.02239990234375]",[ 8.9095602  16.31303012 19.25047896  0.2       ],"[array([10.91949605, 17.49275337, 16.9613935 ,  0.29366486]), array([10.91949605, 17.49275337, 16.9613935 ,  0.29366486]), array([10.91949605, 17.49275337, 16.9613935 ,  0.29366486]), array([10.91949605, 17.49275337, 16.9613935 ,  0.29366486]), array([10.91949605, 17.49275337, 16.9613935 ,  0.29366486])]","[0.012659072875976562, 0.012212991714477539, 0.0770721435546875, 0.011056900024414062, 0.01048588752746582]","[4.403211964697056, 518.9204470519562, 23.141014775142533, 2257.964662803843, 1621.0608458962508]","[1872.2525221029457, 1123.431507899751, 1123.431507899751, 1023.9148667505635, 1023.9148667505635, 1023.9148667505635, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 938.5619367708963, 885.098036498378, 885.098036498378, 885.098036498378, 885.098036498378, 701.1073341489098, 182.15489126393194, 182.15489126393194, 13.772113369919795, 13.772113369919795, 13.772113369919795, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533, 23.141014775142533]",8.0,15.0,20.0,0.2
17,224.38,232.31465759277344,10.160839075938206,223.58333435058594,245.36654815673828,"[227.277099609375, 240.32534790039062, 223.47364807128906, 245.9266815185547, 224.5705108642578]",[ 8.79453486 14.91749335 18.11166808  0.2       ],"[array([ 8.79453486, 14.91749335, 18.11166808,  0.2       ]), array([ 8.3615577 , 14.59553881, 18.0280042 ,  0.2       ]), array([ 8.66680089, 14.74904063, 18.32370697,  0.2       ]), array([ 8.72858015, 14.82674189, 18.1626674 ,  0.22887166]), array([ 8.83537631, 14.47110135, 18.11529699,  0.20203212])]","[0.019418954849243164, 0.01687312126159668, 0.013221979141235352, 0.011368036270141602, 0.020826101303100586]","[8.393186146640804, 254.25411966449187, 0.821473818678028, 464.2594844620263, 0.03629438940026039]","[463.4036172140146, 401.52183311629835, 217.7511882440445, 166.730281199753, 166.730281199753, 163.02121040029232, 163.02121040029232, 151.9596310094983, 151.9596310094983, 151.9596310094983, 151.9596310094983, 151.9596310094983, 149.38713464930808, 149.38713464930808, 149.38713464930808, 149.38713464930808, 149.38713464930808, 145.71791177689255, 145.71791177689255, 145.71791177689255, 145.71791177689255, 66.08251860560911, 65.87626850480275, 65.87626850480275, 65.87626850480275, 65.87626850480275, 65.87626850480275, 65.87626850480275, 87.56120006684432, 87.56120006684432, 87.56120006684432, 87.56120006684432, 87.56120006684432, 127.14520702694607, 127.14520702694607, 127.14520702694607, 127.14520702694607, 127.14520702694607, 0.03629438940026039, 0.03629438940026039, 0.03629438940026039, 0.03629438940026039, 0.03629438940026039]",8.0,20.0,20.0,0.3
18,306.28,263.26282653808596,20.526836111866565,241.67527618408204,292.71734313964845,"[267.5399475097656, 255.3275604248047, 240.15835571289062, 257.7734375, 295.51483154296875]",[12.         16.87010589 19.74528075  0.4       ],"[array([12.        , 16.87010589, 19.74528075,  0.4       ]), array([12.        , 17.05901755, 19.59948759,  0.4       ]), array([12.        , 16.79667021, 19.48223058,  0.4       ]), array([12.        , 16.63949378, 19.70617066,  0.4       ]), array([12.        , 16.81241074, 19.27363486,  0.4       ])]","[0.01772904396057129, 0.02570796012878418, 0.01964282989501953, 0.0277712345123291, 0.030330896377563477]","[1500.7916669461124, 2596.151098663927, 4372.0718432310205, 2352.8866055664034, 115.88885190826]","[5057.639318765076, 4344.7576392666915, 3409.6608576260755, 2996.6822185989176, 2861.6279038876446, 2710.359249956981, 2710.359249956981, 2443.288500051298, 2443.288500051298, 2443.288500051298, 2443.288500051298, 2424.7535825898804, 2424.7535825898804, 2424.7535825898804, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 2265.375699959078, 1738.7016641410926, 1641.429555771176, 1404.2772058394332, 1404.2772058394332, 1404.2772058394332, 1404.2772058394332, 1404.2772058394332, 1404.2772058394332, 1356.0199752860935, 1356.0199752860935, 1356.0199752860935, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927, 2596.151098663927]",10.0,20.0,25.0,0.4
19,247.57,244.9063690185547,5.34431139376658,240.37875366210938,252.94259185791014,"[245.9266815185547, 242.36233520507812, 253.72213745117188, 242.36233520507812, 240.15835571289062]",[ 9.18835461 12.13721153 21.66895271  0.33406401],"[array([ 8.        , 19.80017078, 17.55197002,  0.4       ]), array([ 8.01186255, 19.94839478, 17.67899544,  0.4       ]), array([ 8.01186255, 19.94839478, 17.67899544,  0.4       ]), array([ 8.01186255, 19.94839478, 17.67899544,  0.4       ]), array([ 8.07189756, 19.55252884, 17.6515531 ,  0.4       ])]","[0.03535270690917969, 0.09858870506286621, 0.04732990264892578, 0.031147003173828125, 0.027194738388061523]","[2.7004956314597055, 27.119772616268623, 37.84879521811166, 27.119772616268623, 54.932471038640934]","[279.7625458453087, 191.6302428010548, 191.6302428010548, 106.53944462849711, 32.124387414779065, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 29.944261424149907, 36.75520287232246, 30.696113483549635, 30.696113483549635, 32.48428391719014, 37.84879521811166]",9.0,12.5,15.0,0.3
